"pupil","class","extrav","sex","texp","popular","popteach","Zextrav","Zsex","Ztexp","Zpopular","Zpopteach","Cextrav","Ctexp","Csex"
"456",2,23,6,1,15,4.8,6,0.621847425642499,0.988812544054697,0.112487894848712,-0.199960703926093,0.669056088451199,0.785,0.737,0.5
"457",3,23,4,1,15,5.9,7,-0.962477225675968,0.988812544054697,0.112487894848712,0.595686879067941,1.3811966828644,-1.215,0.737,0.5
"458",4,23,5,0,15,4.5,5,-0.170314900016734,-1.010808374155,0.112487894848712,-0.416955499288102,-0.0430845059620013,-0.215,0.737,-0.5
"459",5,23,5,1,15,6.3,7,-0.170314900016734,0.988812544054697,0.112487894848712,0.885013272883953,1.3811966828644,-0.215,0.737,0.5
"460",6,23,7,1,15,6,5,1.41400975130173,0.988812544054697,0.112487894848712,0.668018477521944,-0.0430845059620013,1.785,0.737,0.5
"461",7,23,5,1,15,6.4,5,-0.170314900016734,0.988812544054697,0.112487894848712,0.957344871337956,-0.0430845059620013,-0.215,0.737,0.5
"462",8,23,4,0,15,3.3,5,-0.962477225675968,-1.010808374155,0.112487894848712,-1.28493468073614,-0.0430845059620013,-1.215,0.737,-0.5
"463",9,23,6,0,15,4.6,4,0.621847425642499,-1.010808374155,0.112487894848712,-0.344623900834099,-0.755225100375202,0.785,0.737,-0.5
"464",10,23,5,0,15,5.6,6,-0.170314900016734,-1.010808374155,0.112487894848712,0.378692083705931,0.669056088451199,-0.215,0.737,-0.5
"465",11,23,5,0,15,4.5,5,-0.170314900016734,-1.010808374155,0.112487894848712,-0.416955499288102,-0.0430845059620013,-0.215,0.737,-0.5
"466",12,23,6,1,15,6.4,6,0.621847425642499,0.988812544054697,0.112487894848712,0.957344871337956,0.669056088451199,0.785,0.737,0.5
"467",13,23,4,0,15,3.8,4,-0.962477225675968,-1.010808374155,0.112487894848712,-0.923276688466124,-0.755225100375202,-1.215,0.737,-0.5
"468",14,23,6,1,15,6.6,6,0.621847425642499,0.988812544054697,0.112487894848712,1.10200806824596,0.669056088451199,0.785,0.737,0.5
"469",15,23,5,1,15,6.5,6,-0.170314900016734,0.988812544054697,0.112487894848712,1.02967646979196,0.669056088451199,-0.215,0.737,0.5
"470",16,23,6,0,15,5.6,6,0.621847425642499,-1.010808374155,0.112487894848712,0.378692083705931,0.669056088451199,0.785,0.737,-0.5
"471",17,23,5,1,15,5.7,6,-0.170314900016734,0.988812544054697,0.112487894848712,0.451023682159935,0.669056088451199,-0.215,0.737,0.5
"472",18,23,5,0,15,4.2,4,-0.170314900016734,-1.010808374155,0.112487894848712,-0.633950294650111,-0.755225100375202,-0.215,0.737,-0.5
"473",19,23,7,1,15,6.7,6,1.41400975130173,0.988812544054697,0.112487894848712,1.17433966669997,0.669056088451199,1.785,0.737,0.5
"474",20,23,3,0,15,3.2,4,-1.7546395513352,-1.010808374155,0.112487894848712,-1.35726627919014,-0.755225100375202,-2.215,0.737,-0.5
"475",21,23,7,0,15,5.4,6,1.41400975130173,-1.010808374155,0.112487894848712,0.234028886797926,0.669056088451199,1.785,0.737,-0.5
"476",22,23,3,0,15,4.7,4,-1.7546395513352,-1.010808374155,0.112487894848712,-0.272292302380096,-0.755225100375202,-2.215,0.737,-0.5
"477",1,24,5,0,6,3.4,3,-0.170314900016734,-1.010808374155,-1.26117703546121,-1.21260308228214,-1.4673656947884,-0.215,-8.263,-0.5
"478",2,24,4,0,6,2.7,2,-0.962477225675968,-1.010808374155,-1.26117703546121,-1.71892427146016,-2.1795062892016,-1.215,-8.263,-0.5
"479",3,24,5,1,6,3.8,4,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.923276688466124,-0.755225100375202,-0.215,-8.263,0.5
"480",4,24,5,1,6,3.7,5,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.995608286920127,-0.0430845059620013,-0.215,-8.263,0.5
"481",5,24,7,1,6,7.3,6,1.41400975130173,0.988812544054697,-1.26117703546121,1.60832925742398,0.669056088451199,1.785,-8.263,0.5
"482",6,24,7,1,6,6.6,7,1.41400975130173,0.988812544054697,-1.26117703546121,1.10200806824596,1.3811966828644,1.785,-8.263,0.5
"483",7,24,7,0,6,3,4,1.41400975130173,-1.010808374155,-1.26117703546121,-1.50192947609815,-0.755225100375202,1.785,-8.263,-0.5
"484",8,24,6,1,6,5.2,5,0.621847425642499,0.988812544054697,-1.26117703546121,0.0893656898899194,-0.0430845059620013,0.785,-8.263,0.5
"485",9,24,5,0,6,4.7,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.272292302380096,-0.755225100375202,-0.215,-8.263,-0.5
"486",10,24,6,1,6,6.2,5,0.621847425642499,0.988812544054697,-1.26117703546121,0.81268167442995,-0.0430845059620013,0.785,-8.263,0.5
"487",11,24,7,0,6,4.5,5,1.41400975130173,-1.010808374155,-1.26117703546121,-0.416955499288102,-0.0430845059620013,1.785,-8.263,-0.5
"488",12,24,6,0,6,3.3,3,0.621847425642499,-1.010808374155,-1.26117703546121,-1.28493468073614,-1.4673656947884,0.785,-8.263,-0.5
"489",13,24,6,0,6,3.9,3,0.621847425642499,-1.010808374155,-1.26117703546121,-0.850945090012121,-1.4673656947884,0.785,-8.263,-0.5
"490",14,24,5,0,6,3.4,3,-0.170314900016734,-1.010808374155,-1.26117703546121,-1.21260308228214,-1.4673656947884,-0.215,-8.263,-0.5
"491",15,24,5,0,6,4.1,5,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.706281893104115,-0.0430845059620013,-0.215,-8.263,-0.5
"492",16,24,7,1,6,5.3,6,1.41400975130173,0.988812544054697,-1.26117703546121,0.161697288343922,0.669056088451199,1.785,-8.263,0.5
"493",17,24,5,1,6,5.6,4,-0.170314900016734,0.988812544054697,-1.26117703546121,0.378692083705931,-0.755225100375202,-0.215,-8.263,0.5
"494",18,24,5,1,6,5.3,6,-0.170314900016734,0.988812544054697,-1.26117703546121,0.161697288343922,0.669056088451199,-0.215,-8.263,0.5
"495",19,24,6,0,6,4.5,4,0.621847425642499,-1.010808374155,-1.26117703546121,-0.416955499288102,-0.755225100375202,0.785,-8.263,-0.5
"496",1,25,4,0,19,5.1,5,-0.962477225675968,-1.010808374155,0.723005641653123,0.0170340914359159,-0.0430845059620013,-1.215,4.737,-0.5
"497",2,25,5,1,19,5.6,6,-0.170314900016734,0.988812544054697,0.723005641653123,0.378692083705931,0.669056088451199,-0.215,4.737,0.5
"498",3,25,5,1,19,5.6,5,-0.170314900016734,0.988812544054697,0.723005641653123,0.378692083705931,-0.0430845059620013,-0.215,4.737,0.5
"499",4,25,4,1,19,5.9,6,-0.962477225675968,0.988812544054697,0.723005641653123,0.595686879067941,0.669056088451199,-1.215,4.737,0.5
"500",5,25,7,1,19,6.5,6,1.41400975130173,0.988812544054697,0.723005641653123,1.02967646979196,0.669056088451199,1.785,4.737,0.5
"501",6,25,6,0,19,3.7,4,0.621847425642499,-1.010808374155,0.723005641653123,-0.995608286920127,-0.755225100375202,0.785,4.737,-0.5
"502",7,25,5,0,19,3.9,4,-0.170314900016734,-1.010808374155,0.723005641653123,-0.850945090012121,-0.755225100375202,-0.215,4.737,-0.5
"503",8,25,6,1,19,5.7,5,0.621847425642499,0.988812544054697,0.723005641653123,0.451023682159935,-0.0430845059620013,0.785,4.737,0.5
"504",9,25,4,1,19,5.7,4,-0.962477225675968,0.988812544054697,0.723005641653123,0.451023682159935,-0.755225100375202,-1.215,4.737,0.5
"505",10,25,5,0,19,5.1,4,-0.170314900016734,-1.010808374155,0.723005641653123,0.0170340914359159,-0.755225100375202,-0.215,4.737,-0.5
"506",11,25,6,1,19,5.7,6,0.621847425642499,0.988812544054697,0.723005641653123,0.451023682159935,0.669056088451199,0.785,4.737,0.5
"507",12,25,6,0,19,4.6,5,0.621847425642499,-1.010808374155,0.723005641653123,-0.344623900834099,-0.0430845059620013,0.785,4.737,-0.5
"508",13,25,5,1,19,7,6,-0.170314900016734,0.988812544054697,0.723005641653123,1.39133446206197,0.669056088451199,-0.215,4.737,0.5
"509",14,25,4,1,19,4.7,5,-0.962477225675968,0.988812544054697,0.723005641653123,-0.272292302380096,-0.0430845059620013,-1.215,4.737,0.5
"510",15,25,5,1,19,3.3,4,-0.170314900016734,0.988812544054697,0.723005641653123,-1.28493468073614,-0.755225100375202,-0.215,4.737,0.5
"511",16,25,4,0,19,4,4,-0.962477225675968,-1.010808374155,0.723005641653123,-0.778613491558118,-0.755225100375202,-1.215,4.737,-0.5
"512",17,25,5,0,19,2.9,4,-0.170314900016734,-1.010808374155,0.723005641653123,-1.57426107455215,-0.755225100375202,-0.215,4.737,-0.5
"513",18,25,5,0,19,3.8,4,-0.170314900016734,-1.010808374155,0.723005641653123,-0.923276688466124,-0.755225100375202,-0.215,4.737,-0.5
"514",19,25,5,0,19,3.7,3,-0.170314900016734,-1.010808374155,0.723005641653123,-0.995608286920127,-1.4673656947884,-0.215,4.737,-0.5
"515",20,25,5,0,19,4.3,4,-0.170314900016734,-1.010808374155,0.723005641653123,-0.561618696196108,-0.755225100375202,-0.215,4.737,-0.5
"516",1,26,5,1,10,4.1,5,-0.170314900016734,0.988812544054697,-0.650659288656803,-0.706281893104115,-0.0430845059620013,-0.215,-4.263,0.5
"517",2,26,4,1,10,3.7,4,-0.962477225675968,0.988812544054697,-0.650659288656803,-0.995608286920127,-0.755225100375202,-1.215,-4.263,0.5
"518",3,26,6,0,10,4.1,5,0.621847425642499,-1.010808374155,-0.650659288656803,-0.706281893104115,-0.0430845059620013,0.785,-4.263,-0.5
"519",4,26,4,1,10,4.1,4,-0.962477225675968,0.988812544054697,-0.650659288656803,-0.706281893104115,-0.755225100375202,-1.215,-4.263,0.5
"520",5,26,4,0,10,2.8,3,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.64659267300615,-1.4673656947884,-1.215,-4.263,-0.5
"521",6,26,4,1,10,3.2,4,-0.962477225675968,0.988812544054697,-0.650659288656803,-1.35726627919014,-0.755225100375202,-1.215,-4.263,0.5
"522",7,26,6,1,10,6,6,0.621847425642499,0.988812544054697,-0.650659288656803,0.668018477521944,0.669056088451199,0.785,-4.263,0.5
"523",8,26,5,0,10,3.2,3,-0.170314900016734,-1.010808374155,-0.650659288656803,-1.35726627919014,-1.4673656947884,-0.215,-4.263,-0.5
"524",9,26,4,0,10,3.4,2,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.21260308228214,-2.1795062892016,-1.215,-4.263,-0.5
"525",10,26,4,0,10,3.2,3,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.35726627919014,-1.4673656947884,-1.215,-4.263,-0.5
"526",11,26,6,1,10,4.9,5,0.621847425642499,0.988812544054697,-0.650659288656803,-0.12762910547209,-0.0430845059620013,0.785,-4.263,0.5
"527",12,26,5,0,10,3.5,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-1.14027148382813,-0.755225100375202,-0.215,-4.263,-0.5
"528",13,26,4,1,10,3.9,4,-0.962477225675968,0.988812544054697,-0.650659288656803,-0.850945090012121,-0.755225100375202,-1.215,-4.263,0.5
"529",14,26,6,0,10,3.8,5,0.621847425642499,-1.010808374155,-0.650659288656803,-0.923276688466124,-0.0430845059620013,0.785,-4.263,-0.5
"530",15,26,4,0,10,2.9,4,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.57426107455215,-0.755225100375202,-1.215,-4.263,-0.5
"531",16,26,3,1,10,3.6,2,-1.7546395513352,0.988812544054697,-0.650659288656803,-1.06793988537413,-2.1795062892016,-2.215,-4.263,0.5
"532",17,26,7,1,10,6.1,6,1.41400975130173,0.988812544054697,-0.650659288656803,0.740350075975947,0.669056088451199,1.785,-4.263,0.5
"533",18,26,4,1,10,5.5,6,-0.962477225675968,0.988812544054697,-0.650659288656803,0.306360485251928,0.669056088451199,-1.215,-4.263,0.5
"534",19,26,7,0,10,6.2,6,1.41400975130173,-1.010808374155,-0.650659288656803,0.81268167442995,0.669056088451199,1.785,-4.263,-0.5
"535",20,26,5,0,10,2.6,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-1.79125586991416,-0.755225100375202,-0.215,-4.263,-0.5
"536",21,26,4,1,10,4.5,5,-0.962477225675968,0.988812544054697,-0.650659288656803,-0.416955499288102,-0.0430845059620013,-1.215,-4.263,0.5
"537",1,27,4,0,10,2.5,3,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.86358746836816,-1.4673656947884,-1.215,-4.263,-0.5
"538",2,27,6,0,10,6,4,0.621847425642499,-1.010808374155,-0.650659288656803,0.668018477521944,-0.755225100375202,0.785,-4.263,-0.5
"539",3,27,6,0,10,3.6,4,0.621847425642499,-1.010808374155,-0.650659288656803,-1.06793988537413,-0.755225100375202,0.785,-4.263,-0.5
"540",4,27,5,0,10,4.8,5,-0.170314900016734,-1.010808374155,-0.650659288656803,-0.199960703926093,-0.0430845059620013,-0.215,-4.263,-0.5
"541",5,27,4,0,10,2.9,4,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.57426107455215,-0.755225100375202,-1.215,-4.263,-0.5
"542",6,27,7,0,10,6.2,6,1.41400975130173,-1.010808374155,-0.650659288656803,0.81268167442995,0.669056088451199,1.785,-4.263,-0.5
"543",7,27,5,0,10,4,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-0.778613491558118,-0.755225100375202,-0.215,-4.263,-0.5
"544",8,27,7,0,10,4.9,5,1.41400975130173,-1.010808374155,-0.650659288656803,-0.12762910547209,-0.0430845059620013,1.785,-4.263,-0.5
"545",9,27,5,1,10,5.4,6,-0.170314900016734,0.988812544054697,-0.650659288656803,0.234028886797926,0.669056088451199,-0.215,-4.263,0.5
"546",10,27,5,0,10,4.2,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-0.633950294650111,-0.755225100375202,-0.215,-4.263,-0.5
"547",11,27,5,1,10,4.8,5,-0.170314900016734,0.988812544054697,-0.650659288656803,-0.199960703926093,-0.0430845059620013,-0.215,-4.263,0.5
"548",12,27,6,1,10,6.4,6,0.621847425642499,0.988812544054697,-0.650659288656803,0.957344871337956,0.669056088451199,0.785,-4.263,0.5
"549",13,27,5,0,10,3.2,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-1.35726627919014,-0.755225100375202,-0.215,-4.263,-0.5
"550",14,27,5,1,10,5.2,5,-0.170314900016734,0.988812544054697,-0.650659288656803,0.0893656898899194,-0.0430845059620013,-0.215,-4.263,0.5
"551",15,27,4,1,10,3.4,4,-0.962477225675968,0.988812544054697,-0.650659288656803,-1.21260308228214,-0.755225100375202,-1.215,-4.263,0.5
"552",16,27,5,1,10,4.8,5,-0.170314900016734,0.988812544054697,-0.650659288656803,-0.199960703926093,-0.0430845059620013,-0.215,-4.263,0.5
"553",17,27,5,0,10,4.2,4,-0.170314900016734,-1.010808374155,-0.650659288656803,-0.633950294650111,-0.755225100375202,-0.215,-4.263,-0.5
"554",18,27,4,0,10,3.2,4,-0.962477225675968,-1.010808374155,-0.650659288656803,-1.35726627919014,-0.755225100375202,-1.215,-4.263,-0.5
"555",19,27,6,0,10,4.7,5,0.621847425642499,-1.010808374155,-0.650659288656803,-0.272292302380096,-0.0430845059620013,0.785,-4.263,-0.5
"556",20,27,6,0,10,4.6,4,0.621847425642499,-1.010808374155,-0.650659288656803,-0.344623900834099,-0.755225100375202,0.785,-4.263,-0.5
"557",1,28,5,0,13,4.9,4,-0.170314900016734,-1.010808374155,-0.192770978553494,-0.12762910547209,-0.755225100375202,-0.215,-1.263,-0.5
"558",2,28,3,1,13,4.3,4,-1.7546395513352,0.988812544054697,-0.192770978553494,-0.561618696196108,-0.755225100375202,-2.215,-1.263,0.5
"559",3,28,3,0,13,3.8,3,-1.7546395513352,-1.010808374155,-0.192770978553494,-0.923276688466124,-1.4673656947884,-2.215,-1.263,-0.5
"560",4,28,5,0,13,4.1,4,-0.170314900016734,-1.010808374155,-0.192770978553494,-0.706281893104115,-0.755225100375202,-0.215,-1.263,-0.5
"561",5,28,6,1,13,5.5,7,0.621847425642499,0.988812544054697,-0.192770978553494,0.306360485251928,1.3811966828644,0.785,-1.263,0.5
"562",6,28,6,1,13,5,4,0.621847425642499,0.988812544054697,-0.192770978553494,-0.0552975070180869,-0.755225100375202,0.785,-1.263,0.5
"563",7,28,6,0,13,3.6,4,0.621847425642499,-1.010808374155,-0.192770978553494,-1.06793988537413,-0.755225100375202,0.785,-1.263,-0.5
"564",8,28,5,1,13,5.4,6,-0.170314900016734,0.988812544054697,-0.192770978553494,0.234028886797926,0.669056088451199,-0.215,-1.263,0.5
"565",9,28,6,1,13,6,5,0.621847425642499,0.988812544054697,-0.192770978553494,0.668018477521944,-0.0430845059620013,0.785,-1.263,0.5
"566",10,28,5,1,13,4.8,5,-0.170314900016734,0.988812544054697,-0.192770978553494,-0.199960703926093,-0.0430845059620013,-0.215,-1.263,0.5
"567",11,28,6,0,13,4.1,6,0.621847425642499,-1.010808374155,-0.192770978553494,-0.706281893104115,0.669056088451199,0.785,-1.263,-0.5
"568",12,28,5,0,13,4.2,4,-0.170314900016734,-1.010808374155,-0.192770978553494,-0.633950294650111,-0.755225100375202,-0.215,-1.263,-0.5
"569",13,28,6,1,13,5.6,5,0.621847425642499,0.988812544054697,-0.192770978553494,0.378692083705931,-0.0430845059620013,0.785,-1.263,0.5
"570",14,28,7,0,13,4.4,5,1.41400975130173,-1.010808374155,-0.192770978553494,-0.489287097742105,-0.0430845059620013,1.785,-1.263,-0.5
"571",15,28,5,1,13,4.8,6,-0.170314900016734,0.988812544054697,-0.192770978553494,-0.199960703926093,0.669056088451199,-0.215,-1.263,0.5
"572",16,28,6,0,13,3.3,3,0.621847425642499,-1.010808374155,-0.192770978553494,-1.28493468073614,-1.4673656947884,0.785,-1.263,-0.5
"573",17,28,5,1,13,4.9,6,-0.170314900016734,0.988812544054697,-0.192770978553494,-0.12762910547209,0.669056088451199,-0.215,-1.263,0.5
"574",18,28,4,0,13,3.4,3,-0.962477225675968,-1.010808374155,-0.192770978553494,-1.21260308228214,-1.4673656947884,-1.215,-1.263,-0.5
"575",19,28,3,1,13,3.7,3,-1.7546395513352,0.988812544054697,-0.192770978553494,-0.995608286920127,-1.4673656947884,-2.215,-1.263,0.5
"576",20,28,4,1,13,4.4,4,-0.962477225675968,0.988812544054697,-0.192770978553494,-0.489287097742105,-0.755225100375202,-1.215,-1.263,0.5
"577",1,29,4,1,22,5.9,7,-0.962477225675968,0.988812544054697,1.18089395175643,0.595686879067941,1.3811966828644,-1.215,7.737,0.5
"578",2,29,4,0,22,3.8,6,-0.962477225675968,-1.010808374155,1.18089395175643,-0.923276688466124,0.669056088451199,-1.215,7.737,-0.5
"579",3,29,5,0,22,5.2,5,-0.170314900016734,-1.010808374155,1.18089395175643,0.0893656898899194,-0.0430845059620013,-0.215,7.737,-0.5
"580",4,29,7,0,22,6.1,6,1.41400975130173,-1.010808374155,1.18089395175643,0.740350075975947,0.669056088451199,1.785,7.737,-0.5
"581",5,29,4,1,22,5.5,5,-0.962477225675968,0.988812544054697,1.18089395175643,0.306360485251928,-0.0430845059620013,-1.215,7.737,0.5
"582",6,29,4,1,22,7.2,6,-0.962477225675968,0.988812544054697,1.18089395175643,1.53599765896998,0.669056088451199,-1.215,7.737,0.5
"583",7,29,6,0,22,6.2,6,0.621847425642499,-1.010808374155,1.18089395175643,0.81268167442995,0.669056088451199,0.785,7.737,-0.5
"584",8,29,5,1,22,7.1,6,-0.170314900016734,0.988812544054697,1.18089395175643,1.46366606051598,0.669056088451199,-0.215,7.737,0.5
"585",9,29,4,1,22,6,6,-0.962477225675968,0.988812544054697,1.18089395175643,0.668018477521944,0.669056088451199,-1.215,7.737,0.5
"586",10,29,5,1,22,6,5,-0.170314900016734,0.988812544054697,1.18089395175643,0.668018477521944,-0.0430845059620013,-0.215,7.737,0.5
"587",12,29,3,0,22,5.2,5,-1.7546395513352,-1.010808374155,1.18089395175643,0.0893656898899194,-0.0430845059620013,-2.215,7.737,-0.5
"588",13,29,3,0,22,6.6,4,-1.7546395513352,-1.010808374155,1.18089395175643,1.10200806824596,-0.755225100375202,-2.215,7.737,-0.5
"589",14,29,5,1,22,5.7,6,-0.170314900016734,0.988812544054697,1.18089395175643,0.451023682159935,0.669056088451199,-0.215,7.737,0.5
"590",15,29,5,1,22,6.9,7,-0.170314900016734,0.988812544054697,1.18089395175643,1.31900286360797,1.3811966828644,-0.215,7.737,0.5
"591",16,29,5,1,22,6.6,6,-0.170314900016734,0.988812544054697,1.18089395175643,1.10200806824596,0.669056088451199,-0.215,7.737,0.5
"592",17,29,3,1,22,5.7,6,-1.7546395513352,0.988812544054697,1.18089395175643,0.451023682159935,0.669056088451199,-2.215,7.737,0.5
"593",18,29,2,0,22,4.7,5,-2.54680187699444,-1.010808374155,1.18089395175643,-0.272292302380096,-0.0430845059620013,-3.215,7.737,-0.5
"594",1,30,6,0,6,3.3,4,0.621847425642499,-1.010808374155,-1.26117703546121,-1.28493468073614,-0.755225100375202,0.785,-8.263,-0.5
"595",2,30,5,0,6,2.6,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-1.79125586991416,-0.755225100375202,-0.215,-8.263,-0.5
"596",3,30,5,1,6,5.3,3,-0.170314900016734,0.988812544054697,-1.26117703546121,0.161697288343922,-1.4673656947884,-0.215,-8.263,0.5
"597",4,30,7,0,6,4,3,1.41400975130173,-1.010808374155,-1.26117703546121,-0.778613491558118,-1.4673656947884,1.785,-8.263,-0.5
"598",5,30,5,1,6,4.7,4,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.272292302380096,-0.755225100375202,-0.215,-8.263,0.5
"599",6,30,6,0,6,5.2,5,0.621847425642499,-1.010808374155,-1.26117703546121,0.0893656898899194,-0.0430845059620013,0.785,-8.263,-0.5
"600",7,30,6,0,6,3.5,4,0.621847425642499,-1.010808374155,-1.26117703546121,-1.14027148382813,-0.755225100375202,0.785,-8.263,-0.5
"601",8,30,8,1,6,6.5,6,2.20617207696097,0.988812544054697,-1.26117703546121,1.02967646979196,0.669056088451199,2.785,-8.263,0.5
"602",9,30,5,0,6,3.9,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.850945090012121,-0.755225100375202,-0.215,-8.263,-0.5
"603",10,30,5,1,6,4.9,4,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.12762910547209,-0.755225100375202,-0.215,-8.263,0.5
"604",11,30,6,0,6,3.6,4,0.621847425642499,-1.010808374155,-1.26117703546121,-1.06793988537413,-0.755225100375202,0.785,-8.263,-0.5
"605",12,30,5,1,6,4.3,4,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.561618696196108,-0.755225100375202,-0.215,-8.263,0.5
"606",13,30,4,1,6,3.5,4,-0.962477225675968,0.988812544054697,-1.26117703546121,-1.14027148382813,-0.755225100375202,-1.215,-8.263,0.5
"607",14,30,5,0,6,4,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.778613491558118,-0.755225100375202,-0.215,-8.263,-0.5
"608",15,30,8,1,6,7.1,7,2.20617207696097,0.988812544054697,-1.26117703546121,1.46366606051598,1.3811966828644,2.785,-8.263,0.5
"609",16,30,6,1,6,6.1,6,0.621847425642499,0.988812544054697,-1.26117703546121,0.740350075975947,0.669056088451199,0.785,-8.263,0.5
"610",17,30,8,1,6,4.6,5,2.20617207696097,0.988812544054697,-1.26117703546121,-0.344623900834099,-0.0430845059620013,2.785,-8.263,0.5
"611",1,31,6,0,6,4.9,5,0.621847425642499,-1.010808374155,-1.26117703546121,-0.12762910547209,-0.0430845059620013,0.785,-8.263,-0.5
"612",2,31,6,1,6,5.7,7,0.621847425642499,0.988812544054697,-1.26117703546121,0.451023682159935,1.3811966828644,0.785,-8.263,0.5
"613",4,31,6,1,6,5.2,5,0.621847425642499,0.988812544054697,-1.26117703546121,0.0893656898899194,-0.0430845059620013,0.785,-8.263,0.5
"614",5,31,6,1,6,7.3,6,0.621847425642499,0.988812544054697,-1.26117703546121,1.60832925742398,0.669056088451199,0.785,-8.263,0.5
"615",6,31,5,0,6,3.5,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-1.14027148382813,-0.755225100375202,-0.215,-8.263,-0.5
"616",7,31,5,1,6,4,5,-0.170314900016734,0.988812544054697,-1.26117703546121,-0.778613491558118,-0.0430845059620013,-0.215,-8.263,0.5
"617",8,31,6,1,6,5.8,6,0.621847425642499,0.988812544054697,-1.26117703546121,0.523355280613938,0.669056088451199,0.785,-8.263,0.5
"618",9,31,5,1,6,5.8,6,-0.170314900016734,0.988812544054697,-1.26117703546121,0.523355280613938,0.669056088451199,-0.215,-8.263,0.5
"619",10,31,5,0,6,4.4,4,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.489287097742105,-0.755225100375202,-0.215,-8.263,-0.5
"620",11,31,6,0,6,4.6,5,0.621847425642499,-1.010808374155,-1.26117703546121,-0.344623900834099,-0.0430845059620013,0.785,-8.263,-0.5
"621",12,31,5,0,6,4.2,3,-0.170314900016734,-1.010808374155,-1.26117703546121,-0.633950294650111,-1.4673656947884,-0.215,-8.263,-0.5
"622",13,31,3,0,6,1.5,1,-1.7546395513352,-1.010808374155,-1.26117703546121,-2.58690345290819,-2.8916468836148,-2.215,-8.263,-0.5
"623",14,31,4,0,6,2.9,2,-0.962477225675968,-1.010808374155,-1.26117703546121,-1.57426107455215,-2.1795062892016,-1.215,-8.263,-0.5
"624",15,31,4,0,6,3.2,4,-0.962477225675968,-1.010808374155,-1.26117703546121,-1.35726627919014,-0.755225100375202,-1.215,-8.263,-0.5
"625",16,31,4,0,6,1.8,1,-0.962477225675968,-1.010808374155,-1.26117703546121,-2.36990865754619,-2.8916468836148,-1.215,-8.263,-0.5
"626",17,31,6,1,6,5.5,5,0.621847425642499,0.988812544054697,-1.26117703546121,0.306360485251928,-0.0430845059620013,0.785,-8.263,0.5
"627",18,31,3,0,6,0.4,1,-1.7546395513352,-1.010808374155,-1.26117703546121,-3.38255103590223,-2.8916468836148,-2.215,-8.263,-0.5
"628",19,31,6,0,6,5.4,4,0.621847425642499,-1.010808374155,-1.26117703546121,0.234028886797926,-0.755225100375202,0.785,-8.263,-0.5
"629",20,31,5,1,6,5.1,4,-0.170314900016734,0.988812544054697,-1.26117703546121,0.0170340914359159,-0.755225100375202,-0.215,-8.263,0.5
"630",1,32,5,1,12,6.2,6,-0.170314900016734,0.988812544054697,-0.345400415254597,0.81268167442995,0.669056088451199,-0.215,-2.263,0.5
"631",2,32,6,0,12,5.9,6,0.621847425642499,-1.010808374155,-0.345400415254597,0.595686879067941,0.669056088451199,0.785,-2.263,-0.5
"632",3,32,6,1,12,4.9,5,0.621847425642499,0.988812544054697,-0.345400415254597,-0.12762910547209,-0.0430845059620013,0.785,-2.263,0.5
"633",4,32,6,1,12,6,7,0.621847425642499,0.988812544054697,-0.345400415254597,0.668018477521944,1.3811966828644,0.785,-2.263,0.5
"634",5,32,6,0,12,4.9,5,0.621847425642499,-1.010808374155,-0.345400415254597,-0.12762910547209,-0.0430845059620013,0.785,-2.263,-0.5
"635",6,32,4,0,12,3.9,5,-0.962477225675968,-1.010808374155,-0.345400415254597,-0.850945090012121,-0.0430845059620013,-1.215,-2.263,-0.5
"636",7,32,4,0,12,4.5,4,-0.962477225675968,-1.010808374155,-0.345400415254597,-0.416955499288102,-0.755225100375202,-1.215,-2.263,-0.5
"637",8,32,5,1,12,4.6,5,-0.170314900016734,0.988812544054697,-0.345400415254597,-0.344623900834099,-0.0430845059620013,-0.215,-2.263,0.5
"638",9,32,3,0,12,2.4,3,-1.7546395513352,-1.010808374155,-0.345400415254597,-1.93591906682217,-1.4673656947884,-2.215,-2.263,-0.5
"639",10,32,4,1,12,4.7,4,-0.962477225675968,0.988812544054697,-0.345400415254597,-0.272292302380096,-0.755225100375202,-1.215,-2.263,0.5
